freq_uHz,snr
807.24013,1.72729
807.24806,0.21972
807.25599,0.47167
807.26392,0.46499
807.27185,2.42159
807.27978,0.57585
807.28771,0.90087
807.29564,0.60522
807.30357,0.74889
807.31150,0.01096
807.31943,1.35356
807.32736,1.83973
807.33529,0.64084
807.34322,0.10413
807.35115,0.10151
807.35908,0.52169
807.36701,1.78441
807.37494,0.65290
807.38287,0.21542
807.39080,1.55282
807.39873,1.44620
807.40666,0.02809
807.41459,0.08933
807.42252,1.60088
807.43045,2.14684
807.43838,0.90835
807.44631,4.80020
807.45424,1.76167
807.46217,3.64252
807.47010,0.84652
807.47803,3.40263
807.48596,2.29128
807.49389,1.45848
807.50182,0.69793
807.50975,1.49793
807.51769,0.74901
807.52562,1.24197
807.53355,0.44524
807.54148,0.30973
807.54941,0.58040
807.55734,1.08792
807.56527,0.91239
807.57320,0.00283
807.58113,1.96375
807.58906,3.47007
807.59699,1.03482
807.60492,1.25186
807.61285,0.49483
807.62078,0.05846
807.62871,1.59620
807.63664,0.09808
807.64457,0.45244
807.65250,0.51219
807.66043,2.77517
807.66836,0.66876
807.67629,0.37805
807.68422,0.45621
807.69215,2.89086
807.70008,0.63873
807.70801,0.26282
807.71594,0.05819
807.72387,1.40841
807.73180,0.29129
807.73973,0.15232
807.74766,0.11357
807.75559,0.79831
807.76352,0.08530
807.77145,0.43399
807.77938,0.07545
807.78731,0.53487
807.79524,0.38010
807.80317,1.15248
807.81110,0.10193
807.81903,0.66440
807.82696,1.39485
807.83489,1.59670
807.84282,0.08676
807.85075,2.09471
807.85868,1.28534
807.86661,1.14702
807.87454,0.83200
807.88247,1.47856
807.89040,2.63051
807.89833,0.01608
807.90626,0.76465
807.91419,0.04048
807.92212,0.80977
807.93005,1.31116
807.93798,0.59973
807.94591,0.86847
807.95384,0.00029
807.96177,1.35757
807.96970,0.48549
807.97763,0.58152
807.98556,0.12300
807.99349,0.39914
808.00142,0.67271
808.00935,0.97543
808.01728,0.97496
808.02521,0.17732
808.03314,2.12273
808.04107,0.64635
808.04900,0.55671
808.05693,1.96916
808.06486,0.27275
808.07279,0.32088
808.08072,0.43236
808.08865,0.46274
808.09658,0.49145
808.10451,3.56188
808.11244,1.62346
808.12037,2.47700
808.12830,0.11810
808.13623,0.04236
808.14416,2.11921
808.15209,0.54673
808.16002,1.18089
808.16795,1.65032
808.17588,0.70653
808.18381,0.47881
808.19174,0.96238
808.19967,0.00882
808.20761,1.86070
808.21554,1.27040
808.22347,1.99245
808.23140,0.53977
808.23933,1.22863
808.24726,0.18614
808.25519,1.05880
808.26312,0.26407
808.27105,0.22839
808.27898,0.00614
808.28691,0.52273
808.29484,0.34988
808.30277,0.70647
808.31070,0.34967
808.31863,0.17480
808.32656,0.33843
808.33449,0.73473
808.34242,0.10530
808.35035,0.64966
808.35828,4.08196
808.36621,0.22802
808.37414,0.44450
808.38207,0.50228
808.39000,0.82798
808.39793,2.28943
808.40586,1.03355
808.41379,6.11153
808.42172,0.77165
808.42965,0.02376
808.43758,1.96575
808.44551,0.78779
808.45344,0.04870
808.46137,0.09021
808.46930,0.61474
808.47723,1.54194
808.48516,1.58495
808.49309,0.25967
808.50102,1.23021
808.50895,0.15363
808.51688,0.88667
808.52481,0.83234
808.53274,1.10304
808.54067,0.40229
808.54860,0.04634
808.55653,1.22140
808.56446,2.11460
808.57239,0.36326
808.58032,0.72162
808.58825,0.25866
808.59618,0.05660
808.60411,0.15158
808.61204,0.81664
808.61997,2.72906
808.62790,1.57110
808.63583,1.89443
808.64376,0.45582
808.65169,0.84898
808.65962,0.46696
808.66755,1.79662
808.67548,1.41935
808.68341,0.86151
808.69134,0.34420
808.69927,0.27385
808.70720,1.50819
808.71513,0.15657
808.72306,1.21989
808.73099,0.57869
808.73892,0.22356
808.74685,0.37053
808.75478,0.14757
808.76271,0.67590
808.77064,2.75385
808.77857,1.62180
808.78650,1.18316
808.79443,2.72245
808.80236,0.11478
808.81029,0.19517
808.81822,0.09358
808.82615,0.82762
808.83408,0.11898
808.84201,1.21163
808.84994,1.35992
808.85787,0.29160
808.86580,0.69047
808.87373,1.42617
808.88166,0.67316
808.88959,0.77399
808.89753,0.83448
808.90546,0.71652
808.91339,1.82215
808.92132,0.68588
808.92925,0.25600
808.93718,1.04742
808.94511,2.12990
808.95304,0.72128
808.96097,0.03598
808.96890,0.36884
808.97683,0.32953
808.98476,0.13000
808.99269,0.04025
809.00062,0.91388
809.00855,2.44711
809.01648,1.46530
809.02441,0.71100
809.03234,0.85012
809.04027,2.04171
809.04820,1.72396
809.05613,0.27801
809.06406,0.22481
809.07199,1.50747
809.07992,1.58450
809.08785,0.11803
809.09578,0.29978
809.10371,4.39172
809.11164,0.55751
809.11957,1.96310
809.12750,0.42929
809.13543,0.60276
809.14336,4.55162
809.15129,1.48247
809.15922,1.08999
809.16715,0.49200
809.17508,0.15581
809.18301,2.28263
809.19094,0.02347
809.19887,0.09245
809.20680,0.49371
809.21473,1.10752
809.22266,1.52404
809.23059,0.02375
809.23852,0.02141
809.24645,0.66106
809.25438,0.43976
809.26231,1.32602
809.27024,0.35242
809.27817,0.73615
809.28610,0.54267
809.29403,0.05245
809.30196,0.20691
809.30989,0.82739
809.31782,0.83849
809.32575,0.84594
809.33368,0.22915
809.34161,0.15592
809.34954,0.81680
809.35747,0.38800
809.36540,1.21977
809.37333,1.71791
809.38126,2.04662
809.38919,0.38330
809.39712,0.18876
809.40505,1.16703
809.41298,4.28510
809.42091,0.07967
809.42884,0.42161
809.43677,0.78008
809.44470,1.00425
809.45263,0.82746
809.46056,1.70989
809.46849,0.46142
809.47642,0.29257
809.48435,0.44334
809.49228,0.63508
809.50021,3.10462
809.50814,0.85165
809.51607,0.29296
809.52400,0.09842
809.53193,0.31058
809.53986,0.21600
809.54779,0.17641
809.55572,0.41749
809.56365,1.75092
809.57158,0.18345
809.57951,1.30890
809.58745,1.57234
809.59538,0.16911
809.60331,0.87773
809.61124,0.05968
809.61917,2.21597
809.62710,1.67686
809.63503,0.60968
809.64296,0.07006
809.65089,0.31643
809.65882,0.17120
809.66675,1.01152
809.67468,2.68781
809.68261,0.66661
809.69054,0.15516
809.69847,1.11964
809.70640,0.05320
809.71433,0.74006
809.72226,1.23014
809.73019,1.57413
809.73812,2.26299
809.74605,1.26833
809.75398,0.88940
809.76191,1.09822
809.76984,1.48462
809.77777,0.98255
809.78570,1.49748
809.79363,0.04357
809.80156,1.15198
809.80949,0.60453
809.81742,0.49627
809.82535,2.46185
809.83328,0.24357
809.84121,0.76292
809.84914,0.65964
809.85707,0.44320
809.86500,0.61313
809.87293,0.32461
809.88086,1.82744
809.88879,0.09831
809.89672,0.61796
809.90465,0.16714
809.91258,0.46306
809.92051,0.03899
809.92844,0.21718
809.93637,2.72542
809.94430,1.93974
809.95223,0.07890
809.96016,0.16038
809.96809,1.52685
809.97602,1.38449
809.98395,1.57680
809.99188,1.90564
809.99981,0.17149
810.00774,4.75686
810.01567,2.15913
810.02360,1.00564
810.03153,0.22602
810.03946,0.09203
810.04739,0.40914
810.05532,0.28007
810.06325,0.26262
810.07118,0.84255
810.07911,2.09856
810.08704,0.08240
810.09497,0.55881
810.10290,0.38631
810.11083,1.40750
810.11876,0.75234
810.12669,0.24136
810.13462,0.50947
810.14255,1.04394
810.15048,0.10712
810.15841,1.70033
810.16634,0.61839
810.17427,0.12951
810.18220,0.20636
810.19013,0.49796
810.19806,1.92417
810.20599,1.23132
810.21392,0.18347
810.22185,0.83873
810.22978,0.35322
810.23771,1.89257
810.24564,0.21111
810.25357,0.60390
810.26150,0.14826
810.26943,2.32169
810.27737,0.32929
810.28530,0.39499
810.29323,0.71702
810.30116,0.59565
810.30909,0.63676
810.31702,1.25820
810.32495,0.85417
810.33288,2.15514
810.34081,0.69124
810.34874,0.91497
810.35667,0.50138
810.36460,0.94144
810.37253,0.71841
810.38046,0.45267
810.38839,2.63498
810.39632,0.97141
810.40425,1.65026
810.41218,1.32993
810.42011,0.25815
810.42804,1.09770
810.43597,1.05802
810.44390,1.37704
810.45183,0.94725
810.45976,0.31085
810.46769,3.02876
810.47562,1.58348
810.48355,1.91951
810.49148,1.30535
810.49941,0.14136
810.50734,0.42655
810.51527,0.11037
810.52320,0.13135
810.53113,2.16442
810.53906,0.65754
810.54699,2.92446
810.55492,0.06859
810.56285,0.00720
810.57078,0.04669
810.57871,0.66293
810.58664,0.17888
810.59457,0.49923
810.60250,0.02679
810.61043,1.56462
810.61836,1.04830
810.62629,3.08670
810.63422,0.04706
810.64215,0.00140
810.65008,0.01256
810.65801,1.18046
810.66594,0.56167
810.67387,0.12141
810.68180,2.53051
810.68973,1.85509
810.69766,0.04136
810.70559,0.16212
810.71352,1.32145
810.72145,0.27637
810.72938,1.83879
810.73731,2.45975
810.74524,2.53267
810.75317,1.44548
810.76110,2.59718
810.76903,0.30821
810.77696,3.21149
810.78489,0.85227
810.79282,1.31781
810.80075,6.13223
810.80868,6.59348
810.81661,2.39963
810.82454,0.86878
810.83247,0.15632
810.84040,0.63003
810.84833,2.07519
810.85626,0.48267
810.86419,0.21990
810.87212,0.01908
810.88005,0.03454
810.88798,0.57648
810.89591,0.49451
810.90384,1.23192
810.91177,3.40789
810.91970,0.47020
810.92763,0.51260
810.93556,1.67628
810.94349,1.40824
810.95142,1.47709
810.95935,0.37797
810.96729,0.25956
810.97522,0.12046
810.98315,0.33493
810.99108,0.62411
810.99901,2.31494
811.00694,1.46284
811.01487,0.09294
811.02280,0.87099
811.03073,1.10138
811.03866,1.83599
811.04659,1.64147
811.05452,0.79897
811.06245,0.67139
811.07038,0.57481
811.07831,0.80410
811.08624,0.55441
811.09417,1.91404
811.10210,0.12575
811.11003,0.63404
811.11796,0.04930
811.12589,1.44919
811.13382,0.87866
811.14175,0.18138
811.14968,0.24201
811.15761,1.16681
811.16554,0.02608
811.17347,2.55185
811.18140,0.18839
811.18933,1.60804
811.19726,1.10732
811.20519,0.86694
811.21312,1.06299
811.22105,2.41567
811.22898,0.57245
811.23691,0.08738
811.24484,1.41256
811.25277,1.71678
811.26070,0.03441
811.26863,0.86985
811.27656,0.11282
811.28449,0.64400
811.29242,0.17094
811.30035,0.32965
811.30828,0.60340
811.31621,0.08826
811.32414,1.45042
811.33207,3.52060
811.34000,3.77232
811.34793,3.50897
811.35586,0.52238
811.36379,0.98182
811.37172,5.94524
811.37965,1.29661
811.38758,0.05023
811.39551,0.62275
811.40344,1.29554
811.41137,0.21148
811.41930,0.15537
811.42723,0.32824
811.43516,0.33266
811.44309,0.77928
811.45102,0.09258
811.45895,0.78681
811.46688,0.51269
811.47481,0.26593
811.48274,0.70668
811.49067,0.37495
811.49860,0.48112
811.50653,0.68154
811.51446,0.41404
811.52239,0.84383
811.53032,1.24811
811.53825,0.97447
811.54618,1.24172
811.55411,0.77795
811.56204,1.03611
811.56997,0.82120
811.57790,0.47406
811.58583,0.65051
811.59376,1.31076
811.60169,1.22308
811.60962,0.69554
811.61755,4.44891
811.62548,0.34336
811.63341,0.55645
811.64134,0.00459
811.64927,0.44138
811.65721,0.13846
811.66514,0.17306
811.67307,2.21089
811.68100,3.02846
811.68893,2.07397
811.69686,1.02940
811.70479,0.19677
811.71272,2.64129
811.72065,1.68518
811.72858,0.09069
811.73651,0.03934
811.74444,0.17468
811.75237,1.29707
811.76030,0.56915
811.76823,0.73718
811.77616,1.12248
811.78409,1.70952
811.79202,1.10247
811.79995,0.63580
811.80788,1.32942
811.81581,0.29963
811.82374,0.58714
811.83167,0.87714
811.83960,0.00631
811.84753,0.11477
811.85546,0.71289
811.86339,1.14718
811.87132,3.82349
811.87925,0.03281
811.88718,1.06416
811.89511,0.20960
811.90304,0.08036
811.91097,0.87994
811.91890,0.30990
811.92683,2.28701
811.93476,1.07995
811.94269,1.08490
811.95062,1.25226
811.95855,2.32162
811.96648,0.17480
811.97441,1.87045
811.98234,4.12507
811.99027,0.73184
811.99820,0.56971
812.00613,0.20306
812.01406,0.77882
812.02199,0.67741
812.02992,0.90574
812.03785,1.27702
812.04578,2.28735
812.05371,1.24551
812.06164,1.82013
812.06957,0.35502
812.07750,1.41677
812.08543,1.92534
812.09336,1.09388
812.10129,0.17486
812.10922,1.42672
812.11715,0.88537
812.12508,0.80662
812.13301,0.28207
812.14094,4.02944
812.14887,1.44786
812.15680,0.67496
812.16473,0.81728
812.17266,0.17974
812.18059,0.57046
812.18852,0.14265
812.19645,0.05582
812.20438,0.84102
812.21231,0.62083
812.22024,0.31902
812.22817,1.02737
812.23610,1.16924
812.24403,0.73583
812.25196,3.39943
812.25989,3.85108
812.26782,0.23583
812.27575,1.42931
812.28368,1.20954
812.29161,1.01207
812.29954,1.88861
812.30747,1.38629
812.31540,3.80152
812.32333,0.42569
812.33126,3.30964
812.33919,1.68067
812.34713,0.23555
812.35506,1.10151
812.36299,0.65069
812.37092,2.72145
812.37885,3.89850
812.38678,0.14671
812.39471,0.68751
812.40264,0.61436
812.41057,3.35057
812.41850,1.68085
812.42643,1.81354
812.43436,0.05010
812.44229,1.46703
812.45022,3.25592
812.45815,1.37014
812.46608,3.11802
812.47401,0.79782
812.48194,0.07819
812.48987,0.28498
812.49780,0.14855
812.50573,0.34691
812.51366,1.23790
812.52159,0.27514
812.52952,2.35092
812.53745,0.69250
812.54538,0.53889
812.55331,2.64380
812.56124,0.45689
812.56917,0.91470
812.57710,1.08736
812.58503,1.25855
812.59296,0.14076
812.60089,0.32663
812.60882,1.13609
812.61675,0.20348
812.62468,0.16183
812.63261,3.07643
812.64054,3.06323
812.64847,0.14325
812.65640,0.10838
812.66433,0.70001
812.67226,0.12716
812.68019,1.49408
812.68812,0.01349
812.69605,0.83528
812.70398,1.15521
812.71191,0.51213
812.71984,0.37889
812.72777,1.63932
812.73570,1.47578
812.74363,1.85344
812.75156,0.38860
812.75949,1.02763
812.76742,0.10877
812.77535,1.33542
812.78328,1.29911
812.79121,3.24419
812.79914,0.03687
812.80707,1.73811
812.81500,0.24344
812.82293,0.46260
812.83086,0.58452
812.83879,2.83661
812.84672,1.62973
812.85465,1.17342
812.86258,0.36209
812.87051,1.02857
812.87844,1.01832
812.88637,0.35868
812.89430,0.00049
812.90223,0.83325
812.91016,0.48268
812.91809,1.02239
812.92602,0.14306
812.93395,0.62467
812.94188,0.18238
812.94981,0.84870
812.95774,0.34122
812.96567,0.46301
812.97360,1.15695
812.98153,1.02861
812.98946,1.39540
812.99739,0.17607
813.00532,0.14357
813.01325,1.21283
813.02118,1.20377
813.02911,9.36095
813.03705,1.94997
813.04498,0.62817
813.05291,2.28763
813.06084,2.25834
813.06877,1.05332
813.07670,1.10286
813.08463,0.63063
813.09256,0.63153
813.10049,2.86596
813.10842,0.47376
813.11635,0.20823
813.12428,0.25410
813.13221,0.53509
813.14014,0.67142
813.14807,1.19034
813.15600,0.45591
813.16393,2.11182
813.17186,1.19039
813.17979,0.53096
813.18772,0.64877
813.19565,0.54139
813.20358,0.22872
813.21151,0.38359
813.21944,0.11994
813.22737,0.36163
813.23530,0.00832
813.24323,0.46626
813.25116,2.05146
813.25909,0.95285
813.26702,0.54812
813.27495,1.19314
813.28288,0.34480
813.29081,0.02459
813.29874,0.23322
813.30667,0.10249
813.31460,1.22744
813.32253,2.13101
813.33046,3.38716
813.33839,0.28437
813.34632,1.43255
813.35425,1.13229
813.36218,1.19837
813.37011,3.79011
813.37804,1.32572
813.38597,0.30349
813.39390,4.73113
813.40183,2.17372
813.40976,1.18240
813.41769,0.38232
813.42562,0.87594
813.43355,1.55138
813.44148,0.61893
813.44941,0.16870
813.45734,3.19126
813.46527,5.14413
813.47320,1.32783
813.48113,1.02265
813.48906,1.82785
813.49699,0.65628
813.50492,0.46219
813.51285,0.16305
813.52078,0.67223
813.52871,0.91986
813.53664,0.42853
813.54457,8.46945
813.55250,0.15518
813.56043,1.36308
813.56836,1.90892
813.57629,0.03967
813.58422,0.37793
813.59215,0.15126
813.60008,2.51278
813.60801,5.99622
813.61594,0.59958
813.62387,0.01222
813.63180,2.77878
813.63973,0.68546
813.64766,0.34794
813.65559,0.25387
813.66352,1.49999
813.67145,0.57421
813.67938,3.02144
813.68731,2.04824
813.69524,0.55741
813.70317,0.34155
813.71110,1.35789
813.71903,1.23909
813.72697,1.58753
813.73490,6.31885
813.74283,6.13628
813.75076,0.32612
813.75869,0.52517
813.76662,4.27920
813.77455,0.66433
813.78248,0.07511
813.79041,0.12922
813.79834,0.07700
813.80627,0.20827
813.81420,0.69946
813.82213,2.21206
813.83006,2.81294
813.83799,0.20190
813.84592,1.56472
813.85385,3.05066
813.86178,0.56574
813.86971,2.34226
813.87764,2.09900
813.88557,1.24203
813.89350,0.66457
813.90143,0.30811
813.90936,1.72691
813.91729,0.79256
813.92522,1.34729
813.93315,1.30691
813.94108,1.81141
813.94901,0.50079
813.95694,0.02018
813.96487,0.01903
813.97280,2.76627
813.98073,0.33688
813.98866,2.92060
813.99659,0.38105
814.00452,0.70121
814.01245,4.13345
814.02038,1.84767
814.02831,3.89750
814.03624,4.14411
814.04417,0.50857
814.05210,3.03538
814.06003,6.71416
814.06796,1.49359
814.07589,1.04277
814.08382,5.82697
814.09175,7.99227
814.09968,0.10691
814.10761,0.97407
814.11554,3.74643
814.12347,0.53898
814.13140,1.78169
814.13933,1.73480
814.14726,0.96158
814.15519,0.40481
814.16312,1.83614
814.17105,5.93601
814.17898,1.69121
814.18691,0.99536
814.19484,0.23319
814.20277,0.61875
814.21070,3.90876
814.21863,5.47157
814.22656,0.08820
814.23449,1.08563
814.24242,0.15216
814.25035,2.34931
814.25828,4.01147
814.26621,1.87335
814.27414,3.71548
814.28207,1.63293
814.29000,1.50209
814.29793,2.16444
814.30586,1.11467
814.31379,2.30662
814.32172,2.46972
814.32965,1.35089
814.33758,0.96294
814.34551,2.13019
814.35344,4.12241
814.36137,1.08707
814.36930,0.00098
814.37723,1.53569
814.38516,4.06697
814.39309,0.22354
814.40102,0.06097
814.40895,0.77765
814.41689,4.52252
814.42482,3.52769
814.43275,2.18017
814.44068,1.50772
814.44861,4.34720
814.45654,5.02440
814.46447,3.33066
814.47240,0.36729
814.48033,2.47610
814.48826,0.27417
814.49619,5.46475
814.50412,0.06278
814.51205,4.70745
814.51998,4.65281
814.52791,5.34851
814.53584,7.62041
814.54377,2.08142
814.55170,2.79600
814.55963,1.55415
814.56756,8.72065
814.57549,4.53851
814.58342,3.10539
814.59135,1.58005
814.59928,2.11076
814.60721,0.30902
814.61514,1.19856
814.62307,7.33835
814.63100,4.80895
814.63893,6.94250
814.64686,0.34180
814.65479,2.27474
814.66272,0.75768
814.67065,5.37331
814.67858,0.16201
814.68651,6.09434
814.69444,2.28414
814.70237,1.47393
814.71030,7.27438
814.71823,1.02497
814.72616,2.61070
814.73409,0.05676
814.74202,7.54799
814.74995,4.18466
814.75788,1.23092
814.76581,6.77382
814.77374,1.13112
814.78167,0.32945
814.78960,6.59733
814.79753,0.41469
814.80546,0.58225
814.81339,7.31963
814.82132,5.75491
814.82925,8.69366
814.83718,2.26012
814.84511,2.75409
814.85304,8.86890
814.86097,0.05552
814.86890,1.24530
814.87683,8.37640
814.88476,0.99945
814.89269,4.02453
814.90062,0.49718
814.90855,0.02359
814.91648,0.32756
814.92441,0.58436
814.93234,0.24306
814.94027,1.41159
814.94820,0.19726
814.95613,2.19459
814.96406,1.60681
814.97199,1.61736
814.97992,0.82874
814.98785,3.41355
814.99578,0.78741
815.00371,0.81575
815.01164,13.91142
815.01957,2.10466
815.02750,0.86255
815.03543,0.90075
815.04336,3.20261
815.05129,1.29612
815.05922,1.20322
815.06715,1.93781
815.07508,3.52536
815.08301,0.26806
815.09094,0.30552
815.09887,1.44528
815.10681,8.12259
815.11474,2.05218
815.12267,1.58821
815.13060,3.43904
815.13853,1.11630
815.14646,1.74107
815.15439,0.03602
815.16232,2.99282
815.17025,1.08138
815.17818,0.53669
815.18611,0.68736
815.19404,4.55573
815.20197,2.10657
815.20990,0.60350
815.21783,2.27458
815.22576,3.84428
815.23369,2.52326
815.24162,0.97406
815.24955,3.56957
815.25748,1.16930
815.26541,3.43320
815.27334,0.70477
815.28127,3.85396
815.28920,1.23930
815.29713,0.99491
815.30506,2.46411
815.31299,0.24636
815.32092,2.22197
815.32885,0.06962
815.33678,2.20981
815.34471,1.52237
815.35264,4.47082
815.36057,1.61077
815.36850,0.23549
815.37643,0.04330
815.38436,4.43742
815.39229,0.63271
815.40022,0.43064
815.40815,0.37245
815.41608,2.39217
815.42401,1.75046
815.43194,0.12520
815.43987,0.97912
815.44780,0.01454
815.45573,2.55783
815.46366,1.61331
815.47159,1.48202
815.47952,0.85562
815.48745,0.91562
815.49538,0.30696
815.50331,4.03712
815.51124,1.99707
815.51917,2.96849
815.52710,1.03750
815.53503,0.35263
815.54296,0.16736
815.55089,0.19603
815.55882,0.61618
815.56675,3.83272
815.57468,0.91532
815.58261,1.08646
815.59054,3.22634
815.59847,1.91856
815.60640,0.64667
815.61433,0.90937
815.62226,1.79557
815.63019,0.28467
815.63812,7.89803
815.64605,2.00376
815.65398,2.15281
815.66191,0.56026
815.66984,4.64515
815.67777,2.58651
815.68570,1.07094
815.69363,1.51363
815.70156,1.34529
815.70949,2.94012
815.71742,0.02644
815.72535,3.43894
815.73328,2.49288
815.74121,2.96833
815.74914,5.49147
815.75707,0.54809
815.76500,0.63398
815.77293,1.13285
815.78086,0.25661
815.78879,0.01551
815.79672,2.64022
815.80466,6.16619
815.81259,2.43937
815.82052,1.71388
815.82845,1.47183
815.83638,2.74951
815.84431,0.21339
815.85224,0.79007
815.86017,0.54766
815.86810,0.81622
815.87603,0.00692
815.88396,0.62506
815.89189,1.40422
815.89982,0.59256
815.90775,1.97988
815.91568,0.36326
815.92361,0.90778
815.93154,0.60457
815.93947,0.66519
815.94740,0.01970
815.95533,2.18483
815.96326,7.35964
815.97119,0.52950
815.97912,1.22841
815.98705,3.15025
815.99498,1.73407
816.00291,0.05391
816.01084,0.35813
816.01877,0.29557
816.02670,0.35419
816.03463,0.61445
816.04256,0.48068
816.05049,0.58053
816.05842,1.00883
816.06635,2.13293
816.07428,0.19541
816.08221,1.54413
816.09014,1.91722
816.09807,1.12545
816.10600,2.29214
816.11393,0.91798
816.12186,0.07688
816.12979,0.22084
816.13772,0.17482
816.14565,0.69048
816.15358,3.51997
816.16151,3.09916
816.16944,1.53247
816.17737,0.14074
816.18530,0.18497
816.19323,0.54680
816.20116,0.00961
816.20909,0.32313
816.21702,1.16254
816.22495,0.39724
816.23288,1.64011
816.24081,0.18914
816.24874,0.01521
816.25667,0.11421
816.26460,0.47985
816.27253,0.14895
816.28046,1.61827
816.28839,0.98589
816.29632,1.11660
816.30425,0.51060
816.31218,0.65192
816.32011,0.30785
816.32804,1.06278
816.33597,1.52787
816.34390,0.13140
816.35183,0.37895
816.35976,0.24167
816.36769,0.40008
816.37562,0.28784
816.38355,1.19588
816.39148,0.50457
816.39941,0.53788
816.40734,0.02615
816.41527,0.26848
816.42320,0.05057
816.43113,0.01758
816.43906,0.29403
816.44699,0.52375
816.45492,0.17899
816.46285,0.06117
816.47078,0.42592
816.47871,1.23734
816.48664,0.79873
816.49458,2.32553
816.50251,1.29191
816.51044,0.91441
816.51837,0.05143
816.52630,0.03409
816.53423,0.02261
816.54216,1.03559
816.55009,1.15119
816.55802,0.45053
816.56595,1.19146
816.57388,0.07839
816.58181,0.21401
816.58974,0.59453
816.59767,1.83871
816.60560,1.26296
816.61353,1.08018
816.62146,2.70120
816.62939,1.78003
816.63732,0.70488
816.64525,1.32109
816.65318,0.91469
816.66111,0.42724
816.66904,0.70026
816.67697,0.15546
816.68490,1.75789
816.69283,0.30050
816.70076,1.25535
816.70869,0.74007
816.71662,4.07493
816.72455,1.87551
816.73248,0.29505
816.74041,0.98807
816.74834,1.37199
816.75627,0.51618
816.76420,0.78064
816.77213,2.47813
816.78006,1.49991
816.78799,1.87422
816.79592,1.58880
816.80385,1.34714
816.81178,0.02561
816.81971,0.32832
816.82764,0.78187
816.83557,0.78413
816.84350,1.67101
816.85143,1.24959
816.85936,2.06263
816.86729,0.20855
816.87522,0.29550
816.88315,0.23875
816.89108,1.68003
816.89901,0.38811
816.90694,0.93209
816.91487,0.29892
816.92280,1.14946
816.93073,0.38102
816.93866,0.25771
816.94659,0.08015
816.95452,0.91845
816.96245,0.56403
816.97038,0.90293
816.97831,0.13835
816.98624,0.84092
816.99417,0.11002
817.00210,1.01522
817.01003,0.74666
817.01796,0.13055
817.02589,0.03565
817.03382,0.28693
817.04175,0.59415
817.04968,0.45945
817.05761,0.40354
817.06554,0.14151
817.07347,0.00151
817.08140,0.47931
817.08933,1.82688
817.09726,1.21427
817.10519,0.33128
817.11312,1.09272
817.12105,0.03855
817.12898,0.29271
817.13691,0.05446
817.14484,2.28875
817.15277,0.81087
817.16070,0.41940
817.16863,0.95629
817.17656,0.98891
817.18450,0.45675
817.19243,2.04992
817.20036,0.67097
817.20829,0.75038
817.21622,0.22303
817.22415,0.18910
817.23208,0.61635
817.24001,0.38593
817.24794,1.60552
817.25587,0.06237
817.26380,2.13066
817.27173,1.25934
817.27966,1.28359
817.28759,0.05395
817.29552,1.11890
817.30345,0.41178
817.31138,0.05407
817.31931,0.53202
817.32724,0.37826
817.33517,0.13351
817.34310,0.76648
817.35103,0.78854
817.35896,0.73409
817.36689,1.52492
817.37482,0.25984
817.38275,0.39512
817.39068,0.13880
817.39861,1.43844
817.40654,0.50636
817.41447,1.85346
817.42240,0.62419
817.43033,0.35401
817.43826,0.44239
817.44619,0.54623
817.45412,0.67012
817.46205,1.04560
817.46998,0.91745
817.47791,0.93819
817.48584,0.44220
817.49377,3.23390
817.50170,3.91066
817.50963,2.37593
817.51756,2.80519
817.52549,0.71663
817.53342,0.56257
817.54135,1.10914
817.54928,0.18941
817.55721,0.21575
817.56514,0.39643
817.57307,0.29707
817.58100,0.13429
817.58893,2.80540
817.59686,0.40779
817.60479,1.67317
817.61272,2.79877
817.62065,1.10833
817.62858,0.36555
817.63651,0.21295
817.64444,0.83668
817.65237,1.73198
817.66030,0.04258
817.66823,0.29650
817.67616,0.49823
817.68409,0.20828
817.69202,1.16063
817.69995,0.92086
817.70788,4.62958
817.71581,0.04766
817.72374,0.33977
817.73167,0.74129
817.73960,1.21172
817.74753,1.76767
817.75546,0.20313
817.76339,0.00641
817.77132,0.38499
817.77925,0.27491
817.78718,0.54335
817.79511,0.04259
817.80304,1.50598
817.81097,0.85742
817.81890,0.02854
817.82683,2.47607
817.83476,0.80822
817.84269,0.36282
817.85062,1.11340
817.85855,1.67422
817.86648,3.10328
817.87442,0.32831
817.88235,0.22986
817.89028,3.64542
817.89821,0.16510
817.90614,0.04545
817.91407,0.42005
817.92200,0.02407
817.92993,0.61289
817.93786,0.72087
817.94579,1.06007
817.95372,0.60943
817.96165,0.44097
817.96958,1.25854
817.97751,1.00052
817.98544,3.16548
817.99337,0.44121
818.00130,0.27259
818.00923,4.34379
818.01716,2.59760
818.02509,1.34664
818.03302,2.66226
818.04095,1.01620
818.04888,2.32787
818.05681,0.05421
818.06474,0.10394
818.07267,0.32211
818.08060,0.39056
818.08853,0.24249
818.09646,0.58784
818.10439,0.13758
818.11232,1.36505
818.12025,0.01561
818.12818,0.20834
818.13611,0.00747
818.14404,0.84175
818.15197,2.55843
818.15990,0.95246
818.16783,1.06127
818.17576,2.56411
818.18369,0.51862
818.19162,1.08204
818.19955,0.29763
818.20748,1.00444
818.21541,0.94233
818.22334,0.17867
818.23127,0.07000
818.23920,0.54186
818.24713,0.98616
818.25506,0.14341
818.26299,0.00236
818.27092,2.12033
818.27885,0.00242
818.28678,0.06469
818.29471,0.98855
818.30264,2.54682
818.31057,0.97183
818.31850,1.56213
818.32643,1.58336
